"Player_Name","Nation","Position_1","Position_2","Team_Name","Age","Birth_Year","Matches_Played_By_Player","Player_Starts","Player_Minutes_Played","Gls_By_Player","Ast_By_Player","PK_By_Player","Pkatt_By_Player","CrdY_By_Player","CrdR_By_Player","Season_Year","Player_SH","Player_SoT","Player_FK","Player_KP_Ast","Player_Total_Cmp_Passes","Player_Total_Att_Passes","Player_Short_Cmp_Passes","Player_Short_Att_Passes","Player_Medium_Cmp_Passes","Player_Medium_Att_Passes","Player_Long_Cmp_Passes","Player_Long_Att_Passes","Player_Passes_Left_Foot","Player_Passes_Right_Foot","Player_Passes_Through_Ball","Player_Passes_FK","Corner_Kicks","Thrown_Ins","Passes_Into_Final_Third","Passes_Into_Penalty_Area","Crosses_Into_Penalty_Area","X2CrdY","Fls_Committed","Fld_Drawn","Offside","Crosses","TklW","Interception","PKwon","PKcon","OG","Succ_Dribbles","Att_Dribbles","Succ_Players_Dribbled_Past","Nutmegs","Dribblers_Tkl","Dribblers_Att_tkl","Dribbled_Past_By_Opp","Season_End_Team_Ranking","Team_MP","Team_Wins","Team_Ties","Team_Losses","Team_GF","Team_GA","Team_Season_End_Pts","Audience_Attendance"
"Jan Vertonghen\Jan-Vertonghen","BEL","DF",NA,"Tottenham",30,1987,36,36,3203,0,0,0,0,4,0,"2017-18",25,3,0,13,2105,2463,20,45,1402,1542,683,876,1666,539,25,0,0,27,228,12,2,0,20,25,1,19,37,62,0,1,0,19,28,20,0,70,81,11,3,38,23,8,7,74,36,77,"67,953"
"Nikola Vla?i?\Nikola-Vlasic","CRO","MF","FW","Everton",19,1997,12,7,576,0,0,0,0,0,0,"2017-18",5,1,0,9,156,216,8,24,135,172,13,20,54,136,0,0,1,0,6,3,1,0,7,7,1,9,6,10,0,0,0,12,15,13,0,7,15,8,8,38,13,10,15,44,58,49,"38,797"
"Sam Vokes\Sam-Vokes"," WAL","FW",NA,"Burnley",27,1989,30,7,998,4,1,0,0,3,0,"2017-18",36,9,0,6,139,264,3,16,125,221,11,27,17,95,0,0,0,0,11,0,0,0,20,17,13,2,0,2,0,0,0,2,3,3,0,1,6,5,7,38,14,12,12,36,39,54,"20,688"
"Michel Vorm\Michel-Vorm","NED","GK",NA,"Tottenham",33,1983,1,1,90,0,0,0,0,0,0,"2017-18",0,0,0,0,13,15,0,0,8,8,5,7,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,23,8,7,74,36,77,"67,953"
"Molla Wagu?\Molla-Wague","MLI","DF",NA,"Watford",26,1991,6,5,438,1,0,0,0,0,0,"2017-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,38,11,8,19,44,64,41,"20,231"
"Theo Walcott\Theo-Walcott"," ENG","FW","MF","Everton",28,1989,14,13,1152,3,3,0,0,2,0,"2017-18",18,8,0,13,245,357,8,23,204,261,33,73,15,298,1,0,2,2,15,7,1,0,6,28,7,45,12,9,0,0,0,21,30,22,2,23,38,15,8,38,13,10,15,44,58,49,"38,797"
"Theo Walcott\Theo-Walcott"," ENG","MF","FW","Arsenal",28,1989,6,0,69,0,0,0,0,0,0,"2017-18",0,0,0,0,12,22,0,0,12,21,0,1,0,20,0,0,0,1,0,0,0,0,1,0,5,3,0,2,0,0,0,3,3,3,0,1,1,0,6,38,19,6,13,74,51,63,"59,323"
"Kyle Walker\Kyle-Walker"," ENG","DF",NA,"Manchester City",27,1990,32,32,2785,0,6,0,0,3,2,"2017-18",13,1,1,30,2174,2543,32,72,1722,1900,420,571,73,2118,17,2,0,184,228,18,2,1,17,19,2,58,26,30,0,0,1,23,37,25,1,41,53,12,1,38,32,4,2,106,27,100,"54,070"
"Kyle Walker-Peters\Kyle-Walker-Peters"," ENG","DF",NA,"Tottenham",20,1997,3,2,189,0,2,0,0,0,0,"2017-18",0,0,0,3,95,123,3,7,74,89,18,27,4,96,0,1,0,18,2,4,0,0,1,4,0,9,4,4,0,0,0,3,5,4,0,5,7,2,3,38,23,8,7,74,36,77,"67,953"
"Jonathan Walters\Jonathan-Walters","IRL","FW",NA,"Burnley",33,1983,3,0,39,0,0,0,0,0,0,"2017-18",1,0,0,0,3,11,0,0,3,10,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,38,14,12,12,36,39,54,"20,688"
"Aaron Wan-Bissaka\Aaron-Wan-Bissaka"," ENG","DF",NA,"Crystal Palace",19,1997,7,7,627,0,0,0,0,1,0,"2017-18",0,0,0,3,182,274,6,16,149,199,27,59,16,186,0,0,0,54,14,1,0,0,2,3,0,20,12,16,0,0,0,8,11,9,0,25,28,3,11,38,11,11,16,45,55,44,"25,063"
"Victor Wanyama\Victor-Wanyama","KEN","MF",NA,"Tottenham",26,1991,18,8,846,1,0,0,0,2,0,"2017-18",13,3,0,3,533,607,6,15,402,434,125,158,58,508,5,1,0,1,62,0,0,0,13,9,0,3,20,11,0,0,0,12,15,12,0,29,43,14,3,38,23,8,7,74,36,77,"67,953"
"Joel Ward\Joel-Ward"," ENG","DF",NA,"Crystal Palace",27,1989,19,19,1613,0,1,0,0,4,0,"2017-18",5,1,0,7,644,907,25,53,481,580,138,274,78,579,9,0,0,154,58,13,7,0,25,29,1,46,20,31,0,0,1,5,9,6,0,38,50,12,11,38,11,11,16,45,55,44,"25,063"
"Stephen Ward\Stephen-Ward","IRL","DF",NA,"Burnley",31,1985,28,28,2460,1,1,0,0,1,0,"2017-18",5,1,0,17,843,1291,15,52,623,780,205,459,794,133,11,0,0,229,79,24,15,0,11,28,3,81,15,46,0,0,0,6,11,6,0,35,64,29,7,38,14,12,12,36,39,54,"20,688"
"James Ward-Prowse\James-Ward-Prowse"," ENG","FW","MF","Southampton",22,1994,30,20,1716,3,3,0,0,3,0,"2017-18",28,13,6,33,644,927,9,33,494,600,141,294,88,747,45,3,86,9,48,13,6,0,18,13,0,158,16,8,0,0,0,9,10,10,0,25,47,22,17,38,7,15,16,37,56,36,"30,794"
"Ben Watson\Ben-Watson"," ENG","MF",NA,"Watford",32,1985,8,6,456,0,0,0,0,1,0,"2017-18",1,0,0,3,191,236,2,9,144,163,45,64,19,189,8,0,2,0,23,1,0,0,11,5,0,4,9,7,0,0,0,0,0,0,0,15,32,17,14,38,11,8,19,44,64,41,"20,231"
"Danny Welbeck\Danny-Welbeck"," ENG","FW","MF","Arsenal",26,1990,28,12,1194,5,2,0,0,1,0,"2017-18",32,13,0,13,318,396,20,35,275,326,23,35,33,324,0,0,0,2,12,8,0,0,13,21,4,2,9,11,0,0,0,15,30,21,0,19,30,11,6,38,19,6,13,74,51,63,"59,323"
"Nahki Wells\Nahki-Wells","BER","FW",NA,"Burnley",27,1990,9,0,55,0,0,0,0,0,0,"2017-18",3,1,0,0,17,20,3,4,11,13,3,3,6,11,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,1,1,0,1,1,0,7,38,14,12,12,36,39,54,"20,688"
"Ashley Westwood\Ashley-Westwood"," ENG","MF",NA,"Burnley",27,1990,19,12,1111,0,1,0,0,2,0,"2017-18",8,1,0,7,473,597,7,11,307,360,159,226,29,523,8,0,2,0,53,9,1,0,13,11,0,13,8,20,0,0,0,2,4,3,0,13,28,15,7,38,14,12,12,36,39,54,"20,688"
"Dean Whitehead\Dean-Whitehead"," ENG","MF",NA,"Huddersfield",35,1982,4,0,71,0,0,0,0,0,0,"2017-18",0,0,0,0,39,47,1,1,24,28,14,18,1,43,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,1,16,38,9,10,19,28,58,37,"24,040"
"Georginio Wijnaldum\Georginio-Wijnaldum","NED","MF",NA,"Liverpool",26,1990,33,27,2387,1,2,0,0,1,0,"2017-18",37,8,1,21,1127,1263,22,33,890,977,215,253,158,1047,4,0,1,5,93,13,1,0,13,17,4,4,14,28,0,0,0,33,48,36,1,20,30,10,4,38,21,12,5,84,38,75,"53,049"
"Ashley Williams\Ashley-Williams"," WAL","DF",NA,"Everton",32,1984,24,20,1834,1,0,0,0,3,1,"2017-18",14,3,0,2,595,767,7,20,358,420,230,327,122,543,17,0,0,0,39,2,0,0,25,4,3,1,12,37,0,1,0,4,4,4,0,21,33,12,8,38,13,10,15,44,58,49,"38,797"
"Danny Williams\Danny-Williams","USA","MF",NA,"Huddersfield",28,1989,20,11,1124,0,0,0,0,2,0,"2017-18",12,2,0,5,321,431,6,17,236,280,79,134,48,335,1,0,0,2,26,2,0,0,17,17,2,8,15,22,0,0,0,3,8,4,1,23,39,16,16,38,9,10,19,28,58,37,"24,040"
"Willian\Willian","BRA","FW","MF","Chelsea",28,1988,36,20,1890,6,7,1,1,1,0,"2017-18",52,23,5,60,762,1022,15,54,605,731,142,237,119,873,23,0,47,5,58,35,4,0,11,38,5,100,17,10,1,0,0,53,84,60,1,23,37,14,5,38,21,7,10,62,38,70,"41,282"
"Joe Willock\Joe-Willock"," ENG","MF",NA,"Arsenal",17,1999,2,1,82,0,0,0,0,0,0,"2017-18",1,0,0,0,28,33,0,0,24,27,4,6,3,29,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,3,1,6,38,19,6,13,74,51,63,"59,323"
"Jack Wilshere\Jack-Wilshere"," ENG","MF",NA,"Arsenal",25,1992,20,12,1193,1,3,0,0,6,0,"2017-18",15,5,0,15,688,795,26,33,549,604,113,158,722,47,9,4,0,1,69,21,0,0,15,37,1,3,14,10,0,0,0,25,37,28,0,17,30,13,6,38,19,6,13,74,51,63,"59,323"
"Callum Wilson\Callum-Wilson"," ENG","FW",NA,"Bournemouth",25,1992,28,23,1981,8,2,0,0,0,0,"2017-18",50,20,0,17,288,418,12,47,248,326,28,45,56,303,3,1,2,5,12,11,1,0,37,36,21,15,8,7,0,0,0,22,40,26,2,10,20,10,12,38,11,11,16,45,61,44,"10,641"
"Kevin Wimmer\Kevin-Wimmer","AUT","DF",NA,"Stoke City",24,1992,17,14,1323,0,0,0,0,5,0,"2017-18",1,0,0,1,443,577,12,21,299,350,132,206,365,85,10,0,0,61,49,1,0,0,20,6,0,3,12,32,0,0,0,1,3,1,0,17,29,12,19,38,7,12,19,35,68,33,"29,280"
"Harry Winks\Harry-Winks"," ENG","MF",NA,"Tottenham",21,1996,16,9,774,0,1,0,0,0,0,"2017-18",3,0,0,9,568,640,10,18,436,479,122,143,83,534,3,1,0,0,64,8,2,0,8,7,0,9,9,10,0,0,0,8,8,8,0,14,28,14,3,38,23,8,7,74,36,77,"67,953"
"Chris Wood\Chris-Wood","NZL","FW",NA,"Burnley",25,1991,24,20,1624,10,1,0,0,1,0,"2017-18",39,25,0,10,241,398,16,44,199,308,26,46,49,190,1,0,0,0,5,2,0,0,18,16,26,5,3,3,0,0,0,5,10,6,0,7,13,6,7,38,14,12,12,36,39,54,"20,688"
"Ben Woodburn\Ben-Woodburn"," WAL","MF",NA,"Liverpool",17,1999,1,0,7,0,0,0,0,0,0,"2017-18",0,0,0,0,7,8,1,2,5,5,1,1,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,21,12,5,84,38,75,"53,049"
"Granit Xhaka\Granit-Xhaka","SUI","MF",NA,"Arsenal",24,1992,38,37,3260,1,7,0,0,10,0,"2017-18",67,18,8,42,2665,3129,48,78,1854,2050,763,1001,2530,418,52,2,82,14,364,45,1,0,57,42,0,102,41,38,0,0,0,12,17,13,0,66,110,44,6,38,19,6,13,74,51,63,"59,323"
"Claudio Yacob\Claudio-Yacob","ARG","MF",NA,"West Brom",30,1987,16,9,903,0,0,0,0,5,0,"2017-18",8,1,0,2,306,371,4,10,235,269,67,92,24,301,0,0,0,0,32,0,0,0,25,13,0,0,20,17,0,0,0,0,1,0,0,31,46,15,20,38,6,13,19,31,56,31,"24,520"
"DeAndre Yedlin\DeAndre-Yedlin","USA","DF",NA,"Newcastle Utd",24,1993,34,31,2845,0,2,0,0,5,0,"2017-18",5,0,0,21,974,1330,16,47,821,995,137,288,89,876,3,0,0,244,55,14,9,0,32,27,9,73,20,53,0,0,1,23,40,26,3,46,81,35,10,38,12,8,18,39,47,44,"51,992"
"Maya Yoshida\Maya-Yoshida","JPN","DF",NA,"Southampton",28,1988,24,23,2051,2,0,0,0,3,2,"2017-18",21,4,1,5,873,1060,2,17,590,654,281,389,163,762,5,0,0,4,54,0,0,1,19,15,0,2,18,42,1,0,0,1,1,1,0,27,36,9,17,38,7,15,16,37,56,36,"30,794"
"Ashley Young\Ashley-Young"," ENG","DF",NA,"Manchester Utd",32,1985,30,28,2442,2,4,0,0,7,0,"2017-18",17,4,3,24,1234,1643,23,72,945,1097,266,474,230,1146,24,1,22,206,114,32,19,0,29,35,2,122,25,59,0,0,0,22,43,24,3,42,79,37,2,38,25,6,7,68,28,81,"74,976"
"Pablo Zabaleta\Pablo-Zabaleta","ARG","DF","MF","West Ham",32,1985,37,37,3289,0,1,0,0,9,0,"2017-18",7,1,0,17,1104,1548,24,77,855,1060,225,411,170,923,6,0,0,298,106,19,7,0,33,34,1,71,48,72,0,2,1,6,13,8,0,85,143,58,13,38,10,12,16,48,68,42,"56,885"
"Wilfried Zaha\Wilfried-Zaha","CIV","FW",NA,"Crystal Palace",24,1992,29,28,2549,9,3,1,1,5,0,"2017-18",65,24,0,48,499,721,25,72,400,521,74,128,104,589,1,1,0,11,34,44,6,0,45,77,19,76,20,6,4,0,0,88,147,99,1,27,35,8,11,38,11,11,16,45,55,44,"25,063"
"Davide Zappacosta\Davide-Zappacosta","ITA","DF","MF","Chelsea",25,1992,22,12,1098,1,1,0,0,0,0,"2017-18",25,9,0,14,493,629,9,38,414,472,70,119,49,450,1,0,2,97,10,8,7,0,7,10,5,84,11,8,0,0,0,13,36,17,0,18,31,13,5,38,21,7,10,62,38,70,"41,282"
"Marvin Zeegelaar\Marvin-Zeegelaar","NED","DF","MF","Watford",26,1990,12,12,994,0,1,0,0,4,1,"2017-18",0,0,0,8,401,544,10,41,322,386,69,117,321,72,4,0,1,96,37,8,6,0,17,10,0,38,15,21,0,0,0,9,14,10,1,21,25,4,14,38,11,8,19,44,64,41,"20,231"
"Oleksandr Zinchenko\Oleksandr-Zinchenko","UKR","DF",NA,"Manchester City",20,1996,8,6,532,0,0,0,0,1,0,"2017-18",5,2,0,8,631,690,14,24,543,573,74,93,571,60,0,1,0,33,59,7,0,0,7,1,2,10,9,6,0,0,0,0,0,0,0,19,24,5,1,38,32,4,2,106,27,100,"54,070"
"Kurt Zouma\Kurt-Zouma","FRA","DF",NA,"Stoke City",22,1994,34,32,2888,1,0,0,0,1,0,"2017-18",21,7,0,7,828,1145,12,33,563,716,253,396,179,682,21,0,0,91,76,3,0,0,19,21,1,12,28,64,0,0,0,19,27,20,0,49,58,9,19,38,7,12,19,35,68,33,"29,280"
"Patrick van Aanholt\Patrick-van-Aanholt",NA,"DF",NA,"Crystal Palace",27,1990,36,36,3198,3,2,0,0,3,0,"2018-19",44,12,0,34,1587,1962,23,50,1333,1543,231,369,1299,310,47,4,1,306,115,63,9,0,12,14,11,42,32,42,0,0,0,27,43,28,1,46,73,27,12,38,14,7,17,51,53,49,"25,455"
"Sergio AgÅero\Sergio-Aguero",NA,"FW",NA,"Manchester City",30,1988,33,31,2480,21,8,2,2,4,0,"2018-19",118,41,3,34,665,785,27,45,592,678,46,62,75,668,0,6,1,8,37,42,1,0,22,25,26,14,14,8,0,0,0,29,55,32,5,17,23,6,1,38,32,2,4,95,23,98,"54,130"
"Nathan AkÇ\Nathan-Ake",NA,"DF",NA,"Bournemouth",23,1995,38,38,3412,4,0,0,0,3,0,"2018-19",22,8,0,5,1469,1701,7,22,1048,1167,414,512,1283,234,51,0,0,32,92,7,3,0,28,21,2,6,37,32,1,1,0,3,6,3,0,60,78,18,14,38,13,6,19,56,70,45,"10,532"
"Marc Albrighton\Marc-Albrighton",NA,"FW","MF","Leicester City",28,1989,27,18,1626,2,2,0,0,3,0,"2018-19",19,7,0,30,459,776,11,62,346,455,102,259,60,664,6,1,10,14,48,19,4,0,10,20,2,125,23,22,0,0,0,22,45,24,3,37,68,31,9,38,15,7,16,51,48,52,"31,851"
"Toby Alderweireld\Toby-Alderweireld",NA,"DF",NA,"Tottenham",29,1989,34,33,2923,0,0,0,0,3,0,"2018-19",17,6,0,7,2067,2342,2,12,1242,1326,823,1004,449,1752,70,2,0,10,193,22,1,0,10,2,1,6,23,25,0,1,1,2,4,2,0,41,61,20,4,38,23,2,13,67,39,71,"54,216"
"Trent Alexander-Arnold\Trent-Alexander-Arnold",NA,"DF",NA,"Liverpool",19,1998,29,27,2467,1,12,0,0,3,0,"2018-19",29,9,9,48,1644,2213,13,56,1165,1375,466,782,178,1669,44,5,73,315,129,41,13,0,14,8,4,201,28,35,0,0,0,20,39,23,3,57,105,48,2,38,30,7,1,89,22,97,"52,983"
"Alisson\Alisson",NA,"GK",NA,"Liverpool",25,1992,38,38,3420,0,0,0,0,1,0,"2018-19",0,0,0,0,1039,1262,1,2,513,520,525,740,100,924,85,0,0,0,12,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,2,2,2,38,30,7,1,89,22,97,"52,983"
"Dele Alli\Dele-Alli",NA,"MF","FW","Tottenham",22,1996,25,22,1832,5,3,0,0,4,0,"2018-19",40,18,1,28,843,1050,22,58,702,821,119,171,45,943,9,13,2,11,81,32,2,0,23,20,3,11,26,18,0,0,0,28,57,33,6,32,52,20,4,38,23,2,13,67,39,71,"54,216"
"Miguel Almir¢n\Miguel-Almiron",NA,"FW","MF","Newcastle Utd",24,1994,10,9,763,0,0,0,0,0,0,"2018-19",19,8,0,12,188,260,4,24,146,180,38,56,235,11,0,2,1,1,16,14,9,0,6,17,4,21,11,9,0,0,0,7,16,10,4,17,25,8,13,38,12,9,17,42,48,45,"51,121"
"Marcos Alonso\Marcos-Alonso",NA,"DF",NA,"Chelsea",27,1990,31,31,2761,2,4,0,0,6,0,"2018-19",43,7,8,31,1838,2226,27,73,1608,1805,203,348,1674,177,26,2,0,250,114,23,9,0,28,37,2,98,38,38,2,1,0,22,36,25,0,67,102,35,3,38,21,9,8,63,39,72,"40,437"
"Daniel Amartey\Daniel-Amartey",NA,"DF",NA,"Leicester City",23,1994,9,7,640,0,0,0,0,2,0,"2018-19",4,1,0,3,354,433,2,5,279,315,73,113,36,314,3,0,0,50,31,0,0,0,6,1,1,3,8,15,0,1,0,1,3,2,0,16,23,7,9,38,15,7,16,51,48,52,"31,851"
"Luke Amos\Luke-Amos",NA,"MF",NA,"Tottenham",21,1997,1,0,2,0,0,0,0,0,0,"2018-19",0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,38,23,2,13,67,39,71,"54,216"
"Felipe Anderson\Felipe-Anderson",NA,"FW","MF","West Ham",25,1993,36,36,3053,9,4,0,0,3,0,"2018-19",58,24,5,60,1328,1819,52,125,1042,1271,234,423,202,1531,57,10,46,26,109,88,13,0,27,53,5,122,44,45,0,1,0,84,153,89,13,76,153,77,10,38,15,7,16,52,55,52,"58,336"
"Florin Andone\Florin-Andone",NA,"FW",NA,"Brighton",25,1993,23,8,873,3,0,0,0,5,0,"2018-19",19,7,0,2,122,180,10,19,104,142,8,19,18,112,0,0,0,0,4,1,0,0,28,20,4,5,9,5,0,0,0,13,32,16,3,11,21,10,17,38,9,9,20,35,60,36,"30,426"
"Michail Antonio\Michail-Antonio",NA,"FW","MF","West Ham",28,1990,33,22,2099,6,4,0,0,3,0,"2018-19",65,25,0,20,513,777,14,49,434,574,65,154,82,527,1,4,0,53,43,16,6,0,35,44,10,50,22,19,2,0,0,57,92,63,1,31,39,8,10,38,15,7,16,52,55,52,"58,336"
"Stuart Armstrong\Stuart-Armstrong",NA,"MF","FW","Southampton",26,1992,29,16,1432,3,2,0,0,2,0,"2018-19",32,12,0,28,498,652,12,51,412,491,74,110,114,478,4,4,13,7,39,26,2,0,19,21,3,26,14,12,0,1,0,18,28,18,1,32,71,39,16,38,9,12,17,45,65,39,"30,139"
"Marko Arnautovi?\Marko-Arnautovic",NA,"FW",NA,"West Ham",29,1989,28,24,2001,10,4,1,1,3,0,"2018-19",62,30,3,33,496,655,20,51,405,511,71,93,85,505,2,4,0,4,21,15,0,0,31,12,21,19,6,3,0,1,0,28,38,29,1,10,18,8,10,38,15,7,16,52,55,52,"58,336"
"Kepa Arrizabalaga\Kepa-Arrizabalaga",NA,"GK",NA,"Chelsea",23,1994,36,36,3240,0,0,0,0,2,0,"2018-19",0,0,0,0,974,1136,2,2,509,514,463,620,152,809,37,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,38,21,9,8,63,39,72,"40,437"
"Harry Arter\Harry-Arter",NA,"MF",NA,"Cardiff City",28,1989,25,24,2007,0,1,0,0,10,0,"2018-19",23,4,0,12,534,689,10,25,413,486,111,178,316,307,14,0,0,2,58,19,3,0,25,14,2,17,40,21,0,0,0,7,9,7,0,55,92,37,18,38,10,4,24,34,69,34,"31,408"
"Christian Atsu\Christian-Atsu",NA,"MF","FW","Newcastle Utd",26,1992,28,15,1487,1,0,0,0,2,0,"2018-19",28,14,0,14,335,454,12,32,283,342,40,80,348,64,0,0,3,6,23,14,4,0,14,25,4,42,16,8,0,0,0,31,59,33,2,27,46,19,13,38,12,9,17,42,48,45,"51,121"
"Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang",NA,"FW",NA,"Arsenal",29,1989,36,30,2732,22,5,4,5,0,0,"2018-19",89,34,0,33,526,742,18,47,465,614,43,81,69,614,0,4,0,4,28,27,1,0,13,23,23,45,12,9,1,0,0,29,56,32,0,21,51,30,5,38,21,7,10,73,51,70,"59,899"
"Serge Aurier\Serge-Aurier",NA,"DF","MF","Tottenham",25,1992,8,6,563,0,2,0,0,1,0,"2018-19",4,1,0,5,253,343,7,18,199,251,47,74,39,232,4,0,0,50,9,6,3,0,17,2,1,23,12,8,0,0,0,8,15,10,0,22,29,7,4,38,23,2,13,67,39,71,"54,216"
"Charlie Austin\Charlie-Austin",NA,"FW",NA,"Southampton",29,1989,25,11,980,2,2,0,1,1,0,"2018-19",33,8,0,9,127,208,5,16,103,156,19,36,17,132,1,1,0,0,4,4,0,0,14,18,9,0,5,2,0,0,0,5,12,8,0,10,13,3,16,38,9,12,17,45,65,39,"30,139"
"Jordan Ayew\Jordan-Ayew",NA,"FW",NA,"Crystal Palace",26,1991,20,14,1186,1,2,0,0,3,0,"2018-19",26,3,0,13,201,273,9,31,172,205,20,37,24,214,0,0,0,1,11,5,0,0,32,25,9,15,28,7,0,0,0,24,36,25,1,42,55,13,12,38,14,7,17,51,53,49,"25,455"
"Floyd AyitÇ\Floyd-Ayite",NA,"FW","MF","Fulham",29,1988,16,3,468,1,0,0,0,0,0,"2018-19",7,1,0,8,159,209,5,13,132,162,22,34,43,143,2,0,2,2,11,5,1,0,6,7,4,7,6,7,0,0,0,13,22,15,1,9,13,4,19,38,7,5,26,34,81,26,"24,371"
"CÇsar Azpilicueta\Cesar-Azpilicueta",NA,"DF",NA,"Chelsea",28,1989,38,38,3403,1,5,0,0,4,0,"2018-19",17,7,0,25,2471,2892,30,92,2145,2370,296,430,158,2239,27,2,0,332,160,17,5,0,40,15,2,119,56,44,1,1,0,16,26,17,0,98,135,37,3,38,21,9,8,63,39,72,"40,437"
"Ryan Babel\Ryan-Babel",NA,"FW",NA,"Fulham",31,1986,16,15,1260,5,3,0,0,3,0,"2018-19",25,9,0,23,410,515,14,34,344,390,52,91,36,456,7,0,15,4,27,8,1,0,15,16,9,38,7,5,0,0,0,36,45,37,2,10,15,5,19,38,7,5,26,34,81,26,"24,371"
"Juninho Bacuna\Juninho-Bacuna",NA,"MF","DF","Huddersfield",20,1997,21,16,1415,1,0,0,0,4,0,"2018-19",17,8,2,17,559,763,9,33,396,473,154,257,130,575,27,7,16,20,85,12,0,0,34,22,1,35,26,24,0,1,0,31,60,36,4,41,81,40,20,38,3,7,28,22,76,16,"23,203"
"Leandro Bacuna\Leandro-Bacuna",NA,"MF","DF","Cardiff City",26,1991,11,4,554,0,0,0,0,2,0,"2018-19",5,1,0,1,114,168,1,5,89,115,24,48,15,125,8,1,1,11,11,5,2,0,13,3,0,7,9,13,0,0,0,4,6,4,0,15,31,16,18,38,10,4,24,34,69,34,"31,408"
"Eric Bailly\Eric-Bailly",NA,"DF",NA,"Manchester Utd",24,1994,12,8,636,0,0,0,0,0,1,"2018-19",3,1,0,0,267,310,1,6,187,198,79,106,52,241,4,0,0,2,8,0,0,0,5,5,0,0,7,14,0,1,0,2,2,2,0,14,15,1,6,38,19,9,10,65,54,66,"74,498"
"Leighton Baines\Leighton-Baines",NA,"DF",NA,"Everton",33,1984,6,5,376,0,0,0,0,0,0,"2018-19",2,1,1,4,206,261,4,7,171,200,31,54,176,19,11,0,8,48,16,2,1,0,2,1,1,18,4,4,0,1,0,0,1,0,0,7,9,2,8,38,15,9,14,54,46,54,"39,043"
"Fabi†n Balbuena\Fabian-Balbuena","PAR","DF",NA,"West Ham",26,1991,23,23,2014,1,0,0,0,2,0,"2018-19",17,2,0,3,655,838,5,13,450,523,200,302,119,621,21,0,0,1,33,0,0,0,19,5,0,1,27,55,0,1,0,2,2,2,0,36,65,29,10,38,15,7,16,52,55,52,"58,336"
"Leon Balogun\Leon-Balogun","NGA","DF",NA,"Brighton",30,1988,8,5,591,1,0,0,0,2,0,"2018-19",3,1,0,0,174,218,9,12,98,116,67,90,28,164,3,0,0,4,2,0,0,0,5,2,1,0,7,15,0,1,0,2,3,3,0,14,19,5,17,38,9,9,20,35,60,36,"30,426"
"Sol Bamba\Sol-Bamba","CIV","DF",NA,"Cardiff City",33,1985,28,28,2475,4,1,0,0,7,0,"2018-19",21,8,0,4,397,580,2,13,249,337,146,230,82,385,14,1,0,4,43,3,0,0,35,13,3,1,34,84,0,1,0,16,19,16,0,74,104,30,18,38,10,4,24,34,69,34,"31,408"
"Phil Bardsley\Phil-Bardsley"," SCO","DF",NA,"Burnley",33,1985,19,19,1672,0,0,0,0,9,0,"2018-19",12,1,0,6,523,770,6,15,398,488,119,267,73,443,10,2,0,179,61,16,4,0,22,11,0,37,19,27,0,0,1,5,11,7,0,36,54,18,15,38,11,7,20,45,68,40,"20,534"
"Ross Barkley\Ross-Barkley",NA,"MF",NA,"Chelsea",24,1993,27,13,1241,3,5,0,0,1,0,"2018-19",38,8,1,21,881,973,13,24,708,765,160,184,137,778,6,3,0,11,62,17,2,0,14,27,0,6,11,9,0,0,0,19,26,19,0,12,28,16,3,38,21,9,8,63,39,72,"40,437"
"Ashley Barnes\Ashley-Barnes","AUT","FW",NA,"Burnley",28,1989,37,26,2387,12,2,2,2,8,0,"2018-19",61,27,0,20,346,559,13,38,297,433,36,88,85,302,1,7,1,2,23,13,2,0,53,65,23,6,14,3,1,0,1,11,19,12,0,26,61,35,15,38,11,7,20,45,68,40,"20,534"
"Harvey Barnes\Harvey-Barnes",NA,"FW","MF","Leicester City",20,1997,16,11,1009,1,2,0,0,0,0,"2018-19",39,11,0,16,257,344,7,27,233,286,17,31,62,260,1,2,0,1,16,12,3,0,7,7,2,23,4,3,0,0,0,20,33,21,3,8,15,7,9,38,15,7,16,51,48,52,"31,851"
